,mean,median,std,min_val,max_val,kurtosis,skewness,fft_vals,fft_magnitude,fft_mean,fft_std,label
27,0.0015673075668414308,0.0012412371683474,0.015569249479700254,-0.0740935322171375,0.0839366863489618,1.336130959271534,0.011922735016564037,"[ 6.4008841 -0.j         -1.55142617-3.86824082j -2.04987899+0.23876234j
 ... -3.42912939+0.91154287j -2.04987899-0.23876234j
 -1.55142617+3.86824082j]",[6.4008841  4.16775842 2.06373723 ... 3.54821628 2.06373723 4.16775842],0.7063439549755264,0.7078687853476313,deep
28,0.001201731128646566,0.00293917044172785,0.015601725054129973,-0.0658403874478194,0.0575621940053785,1.019611784754276,-0.3646277557933147,"[4.90786993-0.j         1.11893404-4.39707118j 2.07094051+1.03358815j ...
 3.92345776+1.48617598j 2.07094051-1.03358815j 1.11893404+4.39707118j]",[4.90786993 4.53720711 2.31454079 ... 4.19550233 2.31454079 4.53720711],0.29493203042701416,0.9555182350055902,deep
29,0.000729275051938153,0.00045975459953245,0.015630935361290624,-0.0772004051105658,0.0795370069550717,2.71731097625349,0.2512662622901258,"[ 2.97835931-0.j          0.53407402-3.83906847j -1.56493942+0.73210863j
 ... -3.47101478-4.21907433j -1.56493942-0.73210863j
  0.53407402+3.83906847j]",[2.97835931 3.87603944 1.72772059 ... 5.46338098 1.72772059 3.87603944],0.5831374469480248,0.8123735089027331,deep
30,0.0017613012675592012,0.00129023016714545,0.015548498326691211,-0.0632613911636192,0.0650655781006784,0.9090989889122887,0.20099782012325676,"[ 7.19315438-0.j         -5.55783352-1.73734641j -2.35531979-0.38577064j
 ... -5.84061216+2.39609022j -2.35531979+0.38577064j
 -5.55783352+1.73734641j]",[7.19315438 5.82304783 2.38670281 ... 6.31300236 2.38670281 5.82304783],0.36531268898624336,0.9308848689637401,deep
31,-0.0016539389026857788,-0.00278107465124495,0.015560284974138732,-0.0861652087144126,0.0935949259935663,1.6482726053157561,0.16349260046048966,"[-6.75468648-0.j          5.97125079-4.65278549j  0.58463517-1.24749141j
 ...  6.05613978-7.00192871j  0.58463517+1.24749141j
  5.97125079+4.65278549j]",[6.75468648 7.56995699 1.37769122 ... 9.25763656 1.37769122 7.56995699],0.5819027256158571,0.8132583955427918,deep
32,-0.0004460163252672268,-0.00099518376651815,0.01564158086025259,-0.0521735143142141,0.064306449574308,0.39914751951097305,0.13125276621807602,"[-1.82153067-0.j          3.53347593-0.75258937j -6.43163893+3.63370478j
 ... -2.22118399-5.00831957j -6.43163893-3.63370478j
  3.53347593+0.75258937j]",[1.82153067 3.61273344 7.38713677 ... 5.47877023 7.38713677 3.61273344],0.5492458951108566,0.8356607844717097,deep
33,-0.0010315551660065102,-0.0014063178418577999,0.015613900099261245,-0.0738741965615232,0.0761274511010391,1.6025569970587403,0.13980632326809964,"[-4.2128713 -0.j          5.34915933-3.97409812j -1.96441795+0.51439273j
 ... -0.46448885+4.31989955j -1.96441795-0.51439273j
  5.34915933+3.97409812j]",[4.2128713  6.66385485 2.03064959 ... 4.34479942 2.03064959 6.66385485],0.535808849249177,0.8443393139409489,deep
34,0.00033325288404760755,0.0001738870513131,0.01564438956576763,-0.055109778705555,0.0529610616866246,-0.11406952487243904,-0.0034458684661962985,"[ 1.36100478-0.j          0.74422135+0.51064652j -0.67879192+0.46585098j
 ...  0.76200513+2.64387734j -0.67879192-0.46585098j
  0.74422135-0.51064652j]",[1.36100478 0.90256594 0.82327128 ... 2.75149763 0.82327128 0.90256594],0.7603430599228024,0.6495216941929108,deep
35,0.00046422700695557766,0.00012855853487889999,0.015641050976716305,-0.0597187249416538,0.0569279934908899,0.4031426714030917,-0.0273511674054271,"[ 1.8959031 -0.j         -0.71032777-3.8220325j  -2.84255744+1.22030223j
 ...  1.38087637-0.42277448j -2.84255744-1.22030223j
 -0.71032777+3.8220325j ]",[1.8959031  3.88747964 3.09342372 ... 1.44414605 3.09342372 3.88747964],0.6988701363437404,0.7152485809331475,deep
36,0.0008559417596886009,0.00031873788196485,0.015624511066726094,-0.0566553971452669,0.0644989378380805,0.2503545983656821,0.07347804989598869,"[ 3.49566615-0.j         -0.20181254-2.52714854j -0.31036818-0.11195498j
 ...  2.03020061-2.71763283j -0.31036818+0.11195498j
 -0.20181254+2.52714854j]",[3.49566615 2.53519389 0.32994291 ... 3.39223271 0.32994291 2.53519389],0.7311663691403608,0.6821991942520168,deep
37,-0.00033654474089866174,-0.0007907502906896,0.015644319096962914,-0.0646162056048503,0.0715163839009152,1.0493390100938944,-0.06067815741956236,"[-1.37444872-0.j          4.9802569 +1.02199678j -0.8701799 +1.77379915j
 ...  1.16963856-4.20247732j -0.8701799 -1.77379915j
  4.9802569 -1.02199678j]",[1.37444872 5.08403739 1.97574707 ... 4.3622093  1.97574707 5.08403739],0.43604541301210287,0.8999246622862962,deep
38,-0.0009382397003043201,-0.0013099059320285,0.015619785166096169,-0.0553596632754958,0.0609226715389835,0.21556203327353352,0.18453077330512205,"[-3.83177094-0.j          6.31049332-3.55840237j -0.58915918+5.81109503j
 ...  1.92325814-2.58386883j -0.58915918-5.81109503j
  6.31049332+3.55840237j]",[3.83177094 7.24462238 5.8408847  ... 3.22107125 5.8408847  7.24462238],0.4284936463273519,0.9035447941619107,deep
39,-0.0004921245813050726,-0.00143098154597835,0.015640198073128754,-0.0701716335060432,0.0643239454466142,0.9017689986229218,0.17349958035287202,"[-2.00983679-0.j          5.98212087+0.43821152j  0.76283572+0.02590513j
 ... -1.19292323-4.41880752j  0.76283572-0.02590513j
  5.98212087-0.43821152j]",[2.00983679 5.99814967 0.76327545 ... 4.57699965 0.76327545 5.99814967],0.6472054615863418,0.7623156108153694,deep
40,0.00043189281740528595,-0.00031987770933700004,0.015641977207645416,-0.0771766177633314,0.0556276708332926,1.0244952721954643,-0.036904398611054184,"[ 1.76385027-0.j         -0.21346049-2.03043551j -4.52541622-1.55956768j
 ...  2.96069736+2.86904664j -4.52541622+1.55956768j
 -0.21346049+2.03043551j]",[1.76385027 2.04162527 4.78661084 ... 4.1227609  4.78661084 2.04162527],0.44549424013700034,0.8952848049669759,deep
41,0.0004418655084604173,0.00036443581520245,0.015641698668707887,-0.061662621519663,0.0610842513145582,1.1743253473331015,0.12313374555905006,"[ 1.80457874-0.j          0.29003012+0.30734135j  1.96748897-3.34174324j
 ... -1.60684186-2.22988603j  1.96748897+3.34174324j
  0.29003012-0.30734135j]",[1.80457874 0.42258274 3.87791964 ... 2.7485146  3.87791964 0.42258274],0.7127440045114739,0.70142425395259,deep
42,8.444257234205196e-05,0.00057417300411675,0.0156477107534042,-0.0718552495757898,0.0682092781764027,0.8673553852284965,-0.0754280893631361,"[ 0.34486347-0.j          3.35232326-3.24016626j -3.42659175+1.00056822j
 ...  2.52084749-5.89951097j -3.42659175-1.00056822j
  3.35232326+3.24016626j]",[0.34486347 4.66226861 3.56968735 ... 6.41552038 3.56968735 4.66226861],0.38651993177742106,0.9222810538760825,deep
43,0.0005548758912962798,0.0003406194667867,0.015638097554225808,-0.0621779083085582,0.0710198507352439,1.263892608035583,0.24203428239365601,"[2.26611314-0.j         3.86404077+1.04197115j 1.56868557+1.70103657j ...
 1.00763899+0.71796474j 1.56868557-1.70103657j 3.86404077-1.04197115j]",[2.26611314 4.00206383 2.313936   ... 1.23725895 2.313936   4.00206383],0.44222282592340034,0.8969052192022976,deep
44,-0.0003441450472833212,-0.0009858032160396,0.015644153750096406,-0.0588633267428406,0.0829545583069788,0.9696456934294821,0.2001779097750203,"[-1.40548837-0.j          2.47925036+4.53323931j -4.89601012-2.76914847j
 ...  0.92368551-2.64249697j -4.89601012+2.76914847j
  2.47925036-4.53323931j]",[1.40548837 5.16690826 5.62486429 ... 2.79928297 5.62486429 5.16690826],0.5517324193103756,0.8340211852716448,deep
45,-0.00047278693387335115,-0.00138587064795555,0.015640794573338775,-0.064347488286879,0.0632529493721945,1.066495362122799,0.05583009353332312,"[-1.93086184-0.j          2.08752869-1.19371633j  1.35306124-1.11033787j
 ...  3.67095023-4.00703771j  1.35306124+1.11033787j
  2.08752869+1.19371633j]",[1.93086184 2.40473174 1.75032137 ... 5.43435615 1.75032137 2.40473174],0.44970776891346304,0.8931757512264172,deep
46,-0.0002588951371401175,-0.000246007842283,0.015645796741559387,-0.0557266389528108,0.062207158203656,0.49739350616520106,0.08541891320116171,"[-1.05732774-0.j         -1.18222518+1.79059379j -0.26278701+0.66469196j
 ... -0.04401539+2.92079484j -0.26278701-0.66469196j
 -1.18222518-1.79059379j]",[1.05732774 2.14566598 0.7147534  ... 2.92112647 0.7147534  2.14566598],0.7201816864487446,0.6937855133280325,deep
47,-0.00045081737210036154,-0.0006778560118734,0.015641443222006005,-0.0552392236287422,0.063412582701648,1.279102425487456,0.423345806610766,"[-1.84113815-0.j          2.35796256-3.6342392j   0.97048117-2.25988659j
 ... -0.28914408-1.45854195j  0.97048117+2.25988659j
  2.35796256+3.6342392j ]",[1.84113815 4.33216828 2.45945545 ... 1.48692599 2.45945545 4.33216828],0.32571320855664343,0.9454686170210708,deep
48,0.0005017494652481746,-0.00034957324915065003,0.01563989225807992,-0.070645497344097,0.0728825873453159,0.9544902336198033,0.12723801862297907,"[ 2.04914482-0.j         -0.71738209+2.50289369j -5.7435418 -2.81616613j
 ... -0.36888092+0.09655938j -5.7435418 +2.81616613j
 -0.71738209-2.50289369j]",[2.04914482 2.60367315 6.39680108 ... 0.38130938 6.39680108 2.60367315],0.48008886365123754,0.8772198601251928,deep
